#Wave,#Intensity
1233.902344,6775.588867
1232.210938,6873.024902
1230.517578,6854.621582
1228.824219,6848.932617
1227.130859,6813.603027
1225.4375,6805.102051
1223.744141,6834.700195
1222.050781,6768.359863
1220.355469,6706.278809
1218.660156,6759.848633
1216.964844,6778.151367
1215.269531,6713.287598
1213.574219,6697.771484
1211.876953,6740.024902
1210.179688,6680.843262
1208.482422,6704.774414
1206.785156,6673.783691
1205.087891,6708.966797
1203.390625,6654.062012
1201.691406,6696.269043
1199.992188,6724.389648
1198.292969,6645.605469
1196.59375,6717.31543
1194.892578,6592.171387
1193.193359,6666.672363
1191.492188,6606.234375
1189.791016,6607.641113
1188.089844,6635.73584
1186.388672,6433.498535
1184.685547,6557.095703
1182.982422,6682.043457
1181.28125,6573.95752
1179.576172,6523.44873
1177.873047,6540.299805
1176.169922,6537.506836
1174.464844,6558.553711
1172.759766,6670.72168
1171.054688,6499.697266
1169.349609,6411.427734
1167.644531,6579.598145
1165.9375,6595.008789
1164.230469,6412.939941
1162.525391,6342.965332
1160.816406,6534.804199
1159.109375,6589.398438
1157.402344,6464.856445
1155.693359,6502.65332
1153.984375,6371.188477
1152.275391,6494.291992
1150.566406,6527.863281
1148.855469,6492.925781
1147.146484,6477.567871
1145.435547,6543.256348
1143.724609,6485.98584
1142.013672,6428.73877
1140.302734,6452.503906
1138.589844,6516.744141
1136.876953,6438.589844
1135.164062,6546.063477
1133.451172,6606.055664
1131.738281,6568.382324
1130.025391,6476.336426
1128.310547,6529.33252
1126.595703,6546.0625
1124.880859,6441.536133
1123.166016,6458.276855
1121.449219,6598.994141
1119.734375,6530.733887
1118.017578,6481.99707
1116.300781,6536.302734
1114.583984,6568.313965
1112.867188,6559.955566
1111.148438,6541.86084
1109.429688,6550.202637
1107.712891,6504.303223
1105.992188,6525.162109
1104.273438,6484.847168
1102.554688,6433.430176
1100.833984,6652.990234
1099.113281,6550.157715
1097.392578,6504.314453
1095.671875,6515.423828
1093.951172,6600.109375
1092.228516,6570.939941
1090.505859,6595.903809
1088.783203,6626.406738
1087.060547,6655.509277
1085.337891,6627.737793
1083.613281,6624.936035
1081.888672,6691.447266
1080.164062,6669.228516
1078.439453,6566.650879
1076.714844,6702.399414
1074.990234,6586.006348
1073.263672,6537.51709
1071.537109,6685.643555
1069.810547,6671.757324
1068.083984,6627.430664
1066.355469,6717.331055
1064.628906,6599.69873
1062.900391,6619.032715
1061.171875,6555.395996
1059.443359,6591.319336
1057.712891,6711.535645
1055.984375,6602.318848
1054.253906,6582.946777
1052.523438,6729.330078
1050.792969,6672.65332
1049.0625,6509.691895
1047.330078,6562.132324
1045.599609,6597.989258
1043.867188,6469.640625
1042.134766,6466.876465
1040.400391,6451.701172
1038.667969,6515.126953
1036.933594,6497.189453
1035.199219,6418.615234
1033.464844,6497.163574
1031.730469,6444.79834
1029.996094,6393.83252
1028.259766,6391.085938
1026.523438,6414.499512
1024.787109,6437.902832
1023.050781,6382.851562
1021.314453,6422.761719
1019.576172,6369.112305
1017.839844,6374.624512
1016.101562,6275.631348
